day_of_week,hour_of_day,segment,speed_kph_mean,speed_kph_std,0_5_mean,0_5_std
2,0,2471844,105.07222222222222,4.946544958421845,2.327777777777778,1.527211143901304
2,1,2471843,102.63888888888889,7.204736826927139,2.441666666666667,1.9795437137793224
2,1,2471844,101.81388888888888,7.178684510187928,2.438888888888889,1.996274772700724
2,2,2471843,104.31111111111112,5.1833125091014125,4.905555555555556,2.583852195774157
2,2,2471844,103.84166666666667,5.092453042928224,4.897222222222222,2.5678520457286274
2,3,2471843,107.96111111111111,4.9005302298405375,18.105555555555554,8.822923562623167
2,3,2471844,107.90277777777777,5.031819980699604,18.147222222222222,8.81237374270522
2,4,2471843,109.86944444444444,3.6720975649011436,46.775,11.177072508520473
2,4,2471844,109.56666666666666,3.6658478025445347,46.91388888888889,11.2592061441283
2,5,2471843,108.25833333333334,3.7248600205513713,65.58055555555555,10.597953222385382
2,5,2471844,108.18333333333334,3.7867603987509897,65.63888888888889,10.65632477990972
2,6,2471843,107.29444444444445,3.8519932578064466,62.083333333333336,9.521343857772324
2,6,2471844,107.18055555555556,3.7857907218522566,62.147222222222226,9.537084518887111
2,7,2471843,105.98611111111111,4.015613869740359,43.31111111111111,6.91837719784682
2,7,2471844,105.93611111111112,4.001925217595897,43.40277777777778,6.909401213675338
2,8,2471843,104.1,4.029971280750878,37.78333333333333,6.661555608097647
2,8,2471844,104.125,3.9117617799197864,37.84166666666667,6.721266088118966
2,9,2471843,104.875,4.076351733356556,40.041666666666664,7.091596305597202
2,9,2471844,104.74722222222222,3.9615130414048467,40.03333333333333,7.084370179179973
2,10,2471843,105.325,4.183458272742441,43.55555555555556,7.136724608012402
2,10,2471844,105.18888888888888,4.218659820843436,43.62777777777778,7.11468374933044
2,11,2471843,105.25779036827196,3.643776246002172,43.657223796033996,7.378855709998508
2,11,2471844,105.09348441926346,3.616532042926236,43.72237960339943,7.404849685635455
2,12,2471843,106.0,4.009042703480307,50.18888888888889,8.362463477909769
2,12,2471844,105.86111111111111,3.9555523388230793,50.208333333333336,8.430177752333169
2,13,2471843,106.6361111111111,3.970409546298189,66.64166666666667,11.484611843340659
2,13,2471844,106.53055555555555,3.9606926214329286,66.70833333333333,11.514841458576665
2,14,2471843,104.94986072423399,9.412504682280685,63.08635097493036,12.28892437708631
2,14,2471844,104.59888579387187,9.837256673829799,63.22562674094708,12.212586720126142
